,ICAO,IATA,name,city,country,latitude_deg,latitude_min,"latitude,sec",latitude_dir,longitude_deg,longitude_min,longitude_sec,longitude_dir,altitude,latitude,longitude
4262,LFOK,,VATRY,CHALONS,FRANCE,48,46,33,N,4,11,4,E,179,48.776,4.184
4263,LFOL,,,L'AIGLE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4264,LFOM,,,LESSAY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4265,LFON,,,DREUX,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4266,LFOO,,,BLOIS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4267,LFOP,URO,VALLEE DE SEINE,ROUEN,FRANCE,49,23,3,N,1,10,29,E,157,49.384,1.175
4268,LFOR,,,CHARTRES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4269,LFOS,,,ST.-VALERY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4270,LFOT,TUF,VAL DE LOIRE,TOURS,FRANCE,47,25,56,N,0,43,39,E,109,47.432,0.728
4271,LFOU,CET,LE PONTREAU,CHOLET,FRANCE,47,4,55,N,0,52,37,W,136,47.082,-0.877
4272,LFOV,LVA,ENTRAMMES,LAVAL,FRANCE,48,1,52,N,0,44,34,W,100,48.031,-0.743
4273,LFOW,,,ST.-QUENTIN,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4274,LFOX,,,ETAMPES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4275,LFOY,,,LE HAVRE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4276,LFOZ,,ST DENIS DE L HOTEL,ORLEANS,FRANCE,47,53,49,N,2,9,48,E,121,47.897,2.163
4277,LFPA,,,PERSAN-BEAUMONT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4278,LFPB,LBG,LE BOURGET,PARIS,FRANCE,48,58,10,N,2,26,29,E,67,48.969,2.441
4279,LFPC,CSF,CREIL,CREIL,FRANCE,49,15,12,N,2,31,8,E,89,49.253,2.519
4280,LFPD,,,BERNAY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4281,LFPE,,,MEAUX,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4282,LFPF,,,BEYNES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4283,LFPG,CDG,CHARLES DE GAULLE,PARIS,FRANCE,49,0,46,N,2,33,0,E,120,49.013,2.55
4284,LFPH,,,CHELLES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4285,LFPI,JDP,,PARIS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4286,LFPJ,,,TAVERNY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4287,LFPK,,VOISINS,COULOMMIERS,FRANCE,48,50,15,N,3,0,58,E,143,48.838,3.016
4288,LFPL,,,LOGNES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4289,LFPM,,VILLAROCHE,MELUN,FRANCE,48,36,17,N,2,40,16,E,93,48.605,2.671
4290,LFPN,TNF,TOUSSUS LE NOBLE,TOUSSOUS-LE-NOBLE,FRANCE,48,45,6,N,2,6,22,E,164,48.752,2.106
4291,LFPO,ORY,ORLY,PARIS,FRANCE,48,43,31,N,2,21,34,E,89,48.725,2.359
4292,LFPP,,,LE PLESSIS-BELLEVILLE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4293,LFPQ,,,FONTENAY-TRESIGNY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4294,LFPR,,,GUAYANCOURT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4295,LFPT,POX,CORMEILLES EN VEXIN,PONTOISE,FRANCE,49,5,47,N,2,2,27,E,100,49.096,2.041
4296,LFPU,,,MORET,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4297,LFPV,,VELIZY,VILLACOUBLAY,FRANCE,48,46,27,N,2,12,5,E,179,48.774,2.201
4298,LFPX,,,CHAVENAY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4299,LFPY,,BRETIGNY SUR ORGE,BRETIGNY-SUR-ORGE,FRANCE,48,35,48,N,2,19,53,E,83,48.597,2.331
4300,LFPZ,,,ST.-CYR-L'ECOLE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4301,LFQA,,PRUNAY,REIMS,FRANCE,49,12,28,N,4,9,24,E,96,49.208,4.157
4302,LFQB,QYR,BARBEREY,TROYES,FRANCE,48,19,22,N,4,1,4,E,119,48.323,4.018
4303,LFQC,,CROISMARE,LUNEVILLE,FRANCE,48,35,50,N,6,32,41,E,243,48.597,6.545
4304,LFQD,,,ARRAS/ROCLINCOURT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4305,LFQE,,ROUVRES,ETAIN,FRANCE,49,13,36,N,5,40,19,E,235,49.227,5.672
4306,LFQF,,BELLEVUE,AUTUN,FRANCE,46,57,59,N,4,15,37,E,304,46.966,4.26
4307,LFQG,NVS,FOURCHAMBAULT,NEVERS,FRANCE,47,0,4,N,3,6,52,E,184,47.001,3.114
4308,LFQH,,,CHATILLON-SUR-SEINE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4309,LFQI,,EPINOY,CAMBRAI,FRANCE,50,13,18,N,3,9,15,E,79,50.222,3.154
4310,LFQJ,,ELESMES,MAUBEUGE,FRANCE,50,18,37,N,4,1,59,E,137,50.31,4.033
4311,LFQK,,,CHALONS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4312,LFQL,,,LENS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4313,LFQM,,LA VEZE,BESANCON-LA-VEZE,FRANCE,47,12,30,N,6,4,59,E,388,47.208,6.083
4314,LFQN,,,ST.-OMER,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4315,LFQO,,,LILLE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4316,LFQP,,BOURSCHEID,PHALSBOURG,FRANCE,48,45,58,N,7,12,1,E,310,48.766,7.2
4317,LFQQ,LIL,LESQUIN,LILLE,FRANCE,50,33,42,N,3,5,22,E,48,50.562,3.089
4318,LFQR,,,ROMILLY-SUR-SEINE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4319,LFQS,,,VITRY-EN-ARTOIS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4320,LFQT,,CALONNE,MERVILLE,FRANCE,50,37,6,N,2,38,32,E,19,50.618,2.642
4321,LFQU,,,SARRE-UNION,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4322,LFQV,,CHARLEVILLE MEZIERES,CHARLEVILLE,FRANCE,49,47,2,N,4,38,49,E,150,49.784,4.647
4323,LFQW,,FROTEY,VESOUL-FROTEY,FRANCE,47,38,15,N,6,12,14,E,381,47.638,6.204
4324,LFQX,,,JUVCANCOURT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4325,LFQY,,,SAVERNE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4326,LFQZ,,,DIEUZE-GUEBLANGE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4327,LFRA,,AVRILLE,ANGERS,FRANCE,47,29,50,N,0,34,21,W,57,47.497,-0.573
4328,LFRB,BES,GUIPAVAS,BREST,FRANCE,48,26,52,N,4,25,6,W,100,48.448,-4.418
4329,LFRC,CER,MAUPERTUS,CHERBOURG,FRANCE,49,39,0,N,1,28,13,W,140,49.65,-1.47
4330,LFRD,DNR,PLEURTUIT,DINARD,FRANCE,48,35,16,N,2,4,48,W,67,48.588,-2.08
4331,LFRE,,ESCOUBLAC,LA BAULE,FRANCE,47,17,22,N,2,20,47,W,33,47.289,-2.346
4332,LFRF,,GRANVILLE,GRANVILLE,FRANCE,48,52,59,N,1,33,51,W,14,48.883,-1.564
4333,LFRG,DOL,ST GATIEN,DEAUVILLE,FRANCE,49,21,55,N,0,9,15,E,146,49.365,0.154
4334,LFRH,LRT,LANN BIHOUE,LORIENT,FRANCE,47,45,38,N,3,26,24,W,52,47.761,-3.44
4335,LFRI,EDM,LES AJONCS,LA ROCHE-SUR-YON,FRANCE,46,42,7,N,1,22,43,W,92,46.702,-1.379
4336,LFRJ,,LANDIVISIAU,LANDIVISIAU,FRANCE,48,31,48,N,4,9,5,W,107,48.53,-4.151
4337,LFRK,CFR,CARPIQUET,CAEN,FRANCE,49,10,24,N,0,27,0,W,79,49.173,-0.45
4338,LFRL,,POULMIC,LANVEDOC,FRANCE,48,16,54,N,4,26,42,W,88,48.282,-4.445
4339,LFRM,LME,ARNAGE,LE MANS,FRANCE,47,56,55,N,0,12,6,E,60,47.949,0.202
4340,LFRN,RNS,ST JACQUES,RENNES,FRANCE,48,4,10,N,1,44,5,W,38,48.069,-1.735
4341,LFRO,LAI,LANNION,LANNION,FRANCE,48,45,15,N,3,28,17,W,89,48.754,-3.471
4342,LFRP,,,PLOERMEL-LOYAT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4343,LFRQ,UIP,PLUGUFFAN,QUIMPER,FRANCE,47,58,29,N,4,10,4,W,91,47.975,-4.168
4344,LFRS,NTE,NANTES ATLANTIQUE,NANTES,FRANCE,47,9,11,N,1,36,38,W,28,47.153,-1.611
4345,LFRT,SBK,ARMOR,ST.-BRIEUC ARMOR,FRANCE,48,32,16,N,2,51,16,W,139,48.538,-2.854
4346,LFRU,MXN,PLOUJEAN,MORLAIX,FRANCE,48,36,11,N,3,48,56,W,83,48.603,-3.816
4347,LFRV,VNE,MEUCON,VANNES,FRANCE,47,43,23,N,2,43,6,W,135,47.723,-2.718
4348,LFRW,,,AVRANCHES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4349,LFRY,,,ROMORANTIN,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4350,LFRZ,SNR,MONTOIR,ST.-NAZAIRE,FRANCE,47,18,43,N,2,8,57,W,4,47.312,-2.149
4351,LFSA,,,BESANCON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4352,LFSB,MLH,BALE MULHOUSE,MULHOUSE,FRANCE,47,35,22,N,7,31,47,E,270,47.589,7.53
4353,LFSC,,MEYENHEIM,COLMAR,FRANCE,47,55,19,N,7,23,58,E,212,47.922,7.399
4354,LFSD,DIJ,LONGVIC,DIJON,FRANCE,47,16,8,N,5,5,24,E,222,47.269,5.09
4355,LFSE,,,EPINAL,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4356,LFSF,MZM,FRESCATY,METZ,FRANCE,49,4,18,N,6,7,54,E,192,49.072,6.132
4357,LFSG,EPL,MIRECOURT,EPINAL,FRANCE,48,19,29,N,6,4,11,E,331,48.325,6.07
4358,LFSH,,HAGUENAU,HAGUENAU,FRANCE,48,47,36,N,7,48,58,E,150,48.793,7.816
4359,LFSI,,ROBINSON,ST.-DIZIER,FRANCE,48,38,9,N,4,53,57,E,140,48.636,4.899
4360,LFSJ,,,SEDAN,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4361,LFSK,,,VITRY-LE-FRANCOIS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4362,LFSL,,ROSIERES,TOUL,FRANCE,48,46,48,N,5,58,47,E,286,48.78,5.98
4363,LFSM,,COURCELLES,MONTBELIARD,FRANCE,47,29,13,N,6,47,33,E,317,47.487,6.792
4364,LFSN,ENC,ESSEY,NANCY,FRANCE,48,41,31,N,6,13,49,E,229,48.692,6.23
4365,LFSO,,OCHEY,NANCY,FRANCE,48,34,59,N,5,57,18,E,338,48.583,5.955
4366,LFSP,,PONTARLIER,PONTARLIER,FRANCE,46,54,16,N,6,19,37,E,817,46.904,6.327
4367,LFSQ,BOR,,BELFORT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4368,LFSR,RHE,CHAMPAGNE,REIMS,FRANCE,49,18,36,N,4,3,0,E,96,49.31,4.05
4369,LFST,SXB,ENTZHEIM,STRASSBOURG,FRANCE,48,32,17,N,7,37,41,E,154,48.538,7.628
4370,LFSU,,,ROLAMPONT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4371,LFSV,,,PONT-SAINT-VINCENT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4372,LFSW,,,EPERNAY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4373,LFSX,,SAINT SAUVEUR,LUXEUIL,FRANCE,47,46,59,N,6,21,50,E,279,47.783,6.364
4374,LFSY,,,CHAUMONT-LA-VENDUE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4375,LFSZ,,,VITTEL,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4376,LFT,,,LA GRANDE COMBE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4377,LFTB,,,MARIGNANE-BERRE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4378,LFTF,,PIERREFEU,CUERS,FRANCE,43,14,52,N,6,7,36,E,82,43.248,6.127
4379,LFTG,,,CANNES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4380,LFTH,TLN,HYERES,HYERES,FRANCE,43,5,50,N,6,8,45,E,3,43.097,6.146
4381,LFTP,,,PUIMOISON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4382,LFTQ,,,CHATEAUBRIAND,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4383,LFTR,TLN,,TOULON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4384,LFTS,,,TOULON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4385,LFTT,,,ST. TROPEZ,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4386,LFTU,,,FREJUS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4387,LFTW,FNI,GARONS,NIMES,FRANCE,43,45,26,N,4,24,58,E,95,43.757,4.416
4388,LFVI,,,VIITASAARI,FINLAND,0,0,0,U,0,0,0,U,0,0.0,0.0
4389,LFVM,,MIQUELON,MIQUELON,FRANCE,47,5,43,N,56,22,49,W,4,47.095,-56.38
4390,LFVP,FSP,ST PIERRE,ST.-PIERRE,ST. PIERRE & MIQUELON,46,45,45,N,56,10,31,W,9,46.763,-56.175
4391,LFXA,,AMBERIEU,AMBERIEU,FRANCE,45,59,14,N,5,19,42,E,251,45.987,5.328
4392,LFXB,,,SAINTES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4393,LFXE,,,CAMP DE MOURMELON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4394,LFXF,,,LIMOGES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4395,LFXG,,,CAMP DE BITCHE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4396,LFXH,,,CAMP DU VALDAHON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4397,LFXI,,SAINT CHRISTOL,APT,FRANCE,44,3,24,N,5,29,43,E,834,44.057,5.495
4398,LFXL,,,MAILLY-LE CHAMP,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4399,LFXM,,,MOURMELON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4400,LFXO,,,CAMP DE COETQUIDAN,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4401,LFXP,,,CAMP DE SISSONNE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4402,LFXR,,,ROCHEFORT,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4403,LFXS,,,CAMP DE LA COURTINE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4404,LFXT,,,CAMP DE CAYLUS,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4405,LFXU,,,LES MUREAUX,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4406,LFXV,,,LYON,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4407,LFXW,,,CAMP DU LARZAC,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4408,LFXX,,,CAMP DE SUIPPES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4409,LFYD,,DAMBLAIN,DAMBLAIN,FRANCE,48,5,5,N,5,39,54,E,391,48.085,5.665
4410,LFYE,,,METZ,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4411,LFYG,,NIERGNIES,CAMBRAI,FRANCE,50,8,29,N,3,15,47,E,96,50.141,3.263
4412,LFYH,,BROYE LES PESMES,BROYE-LES-PESMES,FRANCE,47,20,6,N,5,30,49,E,208,47.335,5.514
4413,LFYI,,,NANCY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4414,LFYJ,,,CAPTIEUX,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4415,LFYK,,,MONTMEDY-MARVILLE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4416,LFYL,,MALBOUHANS,LURE,FRANCE,47,42,16,N,6,32,45,E,317,47.704,6.546
4417,LFYM,,,MARIGNY-LE-GRAND,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4418,LFYN,,,NANCY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4419,LFYP,,,NANCY,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4420,LFYQ,,,BORDEAUX-SOUGE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4421,LFYS,,,SAINTE-LEOCADIE,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4422,LFYT,,CLASTRES,ST.-SIMON,FRANCE,49,45,30,N,3,12,43,E,90,49.758,3.212
4423,LFYU,,,CHENEVIERES,FRANCE,0,0,0,U,0,0,0,U,0,0.0,0.0
4424,LGAD,PYR,ANDRAVIDA,ANDRAVIDA,GREECE,37,55,14,N,21,17,33,E,17,37.921,21.293
4425,LGAG,AGQ,AGRINION,AGRINION,GREECE,38,36,7,N,21,21,4,E,30,38.602,21.351
4426,LGAL,AXD,DIMOKRITOS,ALEXANDROUPOLIS,GREECE,40,51,21,N,25,57,22,E,8,40.856,25.956
4427,LGAM,,,AMPHIALI,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4428,LGAT,HEW,ATHINAI,ATHENS,GREECE,37,53,16,N,23,43,54,E,21,37.888,23.732
4429,LGAX,,ALEXANDRIA,ALEXANDRIA,GREECE,40,39,4,N,22,29,19,E,9,40.651,22.489
4430,LGBL,VOL,NEA ANCHIALOS,NEA ANGHIALOS,GREECE,39,13,10,N,22,47,39,E,25,39.219,22.794
4431,LGEL,,ELEFSIS,ELEFSIS,GREECE,38,3,49,N,23,33,21,E,44,38.064,23.556
4432,LGEP,,,EPITALIO,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4433,LGHI,JKH,CHIOS,CHIOS,GREECE,38,20,35,N,26,8,26,E,6,38.343,26.141
4434,LGHL,,,PORTO HELI,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4435,LGIO,IOA,IOANNINA,IOANNINA,GREECE,39,41,47,N,20,49,21,E,477,39.696,20.822
4436,LGIR,HER,NIKOS KAZANTZAKIS,HERAKLION,GREECE,35,20,22,N,25,10,49,E,36,35.339,25.18
4437,LGKA,KSO,ARISTOTELIS,KASTORIA,GREECE,40,26,58,N,21,16,34,E,666,40.449,21.276
4438,LGKC,KIT,KITHIRA,KITHIRA,GREECE,36,16,27,N,23,1,1,E,318,36.274,23.017
4439,LGKF,EFL,KEFALLINIA,KEFFALLINIA,GREECE,38,7,11,N,20,30,2,E,19,38.12,20.501
4440,LGKJ,KZS,,KASTELORIZO,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4441,LGKL,KLX,KALAMATA,KALAMATA,GREECE,37,4,6,N,22,1,32,E,9,37.068,22.026
4442,LGKM,,AMIGDHALEON,KAVALA,GREECE,40,58,20,N,24,20,30,E,62,40.972,24.342
4443,LGKN,,,MARATHON,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4444,LGKO,KGS,KOS,KOS,GREECE,36,47,36,N,27,5,30,E,125,36.793,27.092
4445,LGKP,AOK,KARPATHOS,KARPATHOS,GREECE,35,25,17,N,27,8,45,E,21,35.421,27.146
4446,LGKR,CFU,IOANNIS KAPODISTRIAS INTERNATIONAL,KERKYRA/CORFU,GREECE,39,36,7,N,19,54,42,E,2,39.602,19.912
4447,LGKS,KSJ,KASOS,KASOS,GREECE,35,25,16,N,26,54,36,E,11,35.421,26.91
4448,LGKV,KVA,MEGAS ALEXANDROS INTERNATIONAL,KAVALA,GREECE,40,54,47,N,24,37,9,E,6,40.913,24.619
4449,LGKZ,KZI,FILIPPOS,KOZANI,GREECE,40,17,10,N,21,50,27,E,634,40.286,21.841
4450,LGLE,LRS,LEROS,LEROS,GREECE,37,11,5,N,26,48,1,E,11,37.185,26.8
4451,LGLM,LXS,LIMNOS,LIMNOS,GREECE,39,55,1,N,25,14,10,E,5,39.917,25.236
4452,LGLR,LRA,LARISA,LARISSA,GREECE,39,39,0,N,22,27,55,E,74,39.65,22.465
4453,LGMG,,MEGARA,MEGARA,GREECE,37,58,52,N,23,21,55,E,7,37.981,23.365
4454,LGMK,JMK,MIKONOS,MYKONOS,GREECE,37,26,6,N,25,20,53,E,124,37.435,25.348
4455,LGML,MLO,,MILOS,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4456,LGMR,,MARATHON,MARATHON,GREECE,38,8,42,N,24,0,51,E,5,38.145,24.014
4457,LGMT,MJT,MITILINI,MYTILINI,GREECE,39,3,24,N,26,35,54,E,18,39.057,26.598
4458,LGPA,PAS,,PAROS,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4459,LGPZ,PVK,AKTIO,PREVEZA,GREECE,38,55,31,N,20,45,55,E,4,38.925,20.765
4460,LGRD,,MARITSA,RHODOS,GREECE,36,22,59,N,28,6,32,E,63,36.383,28.109
4461,LGRP,RHO,DIAGORAS,RHODOS,GREECE,36,24,19,N,28,5,10,E,6,36.405,28.086
4462,LGRX,GPA,ARAXOS,PATRAS,GREECE,38,9,4,N,21,25,32,E,15,38.151,21.426
4463,LGSA,CHQ,SOUDA,CHANIA,GREECE,35,31,54,N,24,8,58,E,150,35.532,24.149
4464,LGSD,,,SEDES,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4465,LGSK,JSI,SKIATHOS,SKIATHOS,GREECE,39,10,37,N,23,30,13,E,16,39.177,23.504
4466,LGSM,SMI,SAMOS,SAMOS,GREECE,37,41,24,N,26,54,42,E,7,37.69,26.912
4467,LGSO,,SYROS,SYROS,GREECE,37,25,22,N,24,57,3,E,72,37.423,24.951
4468,LGSP,,SPARTI,SPARTI,GREECE,36,58,24,N,22,31,34,E,153,36.973,22.526
4469,LGSR,JTR,SANTORINI,SANTORINI,GREECE,36,24,1,N,25,28,43,E,40,36.4,25.479
4470,LGST,JSH,SITIA,SITIA,GREECE,35,12,49,N,26,5,51,E,13,35.214,26.098
4471,LGSV,,STEFANOVIKION,STEFANOVIKION,GREECE,39,28,48,N,22,46,2,E,45,39.48,22.767
4472,LGSY,SKU,SKYROS,SKIROS,GREECE,38,58,3,N,24,29,14,E,15,38.968,24.487
4473,LGTG,,TANAGRA,TANAGRA,GREECE,38,20,23,N,23,33,53,E,148,38.34,23.565
4474,LGTL,,KASTELI,KASTELI,GREECE,35,11,13,N,25,19,36,E,360,35.187,25.327
4475,LGTP,,TRIPOLIS,TRIPOLIS,GREECE,37,31,51,N,22,24,18,E,645,37.531,22.405
4476,LGTS,SKG,MAKEDONIA,THESSALONIKI,GREECE,40,31,11,N,22,58,15,E,7,40.52,22.971
4477,LGTT,,TATOI,DEKELIA,GREECE,38,6,32,N,23,47,1,E,240,38.109,23.784
4478,LGVO,VOL,,VOLOS,GREECE,0,0,0,U,0,0,0,U,0,0.0,0.0
4479,LGZA,ZTH,ZAKINTHOS DIONYSIOS SOLOMOS,ZAKYNTHOS,GREECE,37,45,0,N,20,52,55,E,5,37.75,20.882
4480,LHAA,,,BUDAPEST CAA,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4481,LHBC,,,BEKESCSABA,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4482,LHBM,,,BUDAPEST,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4483,LHBP,BUD,FERIHEGY,BUDAPEST,HUNGARY,47,26,12,N,19,15,20,E,151,47.437,19.256
4484,LHBS,,,BUDAORS,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4485,LHCC,,,BUDAPEST ACC,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4486,LHDC,DEB,DEBRECEN,DEBRECEN,HUNGARY,47,29,20,N,21,36,55,E,111,47.489,21.615
4487,LHDK,,,DUNAKESZI,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4488,LHDV,,,DUNAUJVAROS,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4489,LHEM,,,ESZTERGOM,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4490,LHFH,,,FARKASHEGY,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4491,LHGD,,GODOLLO,GODOLLO,HUNGARY,47,34,15,N,19,20,19,E,183,47.571,19.339
4492,LHGY,,,GYONGYOS,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4493,LHHH,,,HARMASHATARHEGY,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4494,LHKC,,,KECEL,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4495,LHKE,,KECSKEMET,KECSKEMET,HUNGARY,46,55,3,N,19,44,57,E,115,46.917,19.749
4496,LHKH,,,KISUNFELEGYHAZA,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4497,LHKV,,KAPOSVAR,KAPOSVAR,HUNGARY,46,23,21,N,17,43,53,E,157,46.389,17.731
4498,LHMC,,,MISKOLIC,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4499,LHNY,,NYIREGYHAZA,NYIRREGYHAZA,HUNGARY,47,59,2,N,21,41,32,E,104,47.984,21.692
4500,LHOY,,OCSENY,OCSENY,HUNGARY,46,18,14,N,18,46,9,E,90,46.304,18.769
4501,LHPA,,PAPA,PAPA,HUNGARY,47,21,50,N,17,30,3,E,148,47.364,17.501
4502,LHPP,,,PECS-POGANY,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4503,LHPR,,,PER,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4504,LHSA,,SZENTKIRALYSZABADJA,AZENTKILYSZABADJA,HUNGARY,47,4,40,N,17,58,6,E,281,47.078,17.968
4505,LHSK,,KILITI,SIOFOK,HUNGARY,46,51,29,N,18,5,44,E,128,46.858,18.096
4506,LHSM,,BALATON,SARMELLEK,HUNGARY,46,41,11,N,17,9,32,E,125,46.686,17.159
4507,LHSN,,SZOLNOK,SZOLNOK,HUNGARY,47,7,22,N,20,14,7,E,99,47.123,20.235
4508,LHSS,,,SZOLNOK,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4509,LHSY,,,SZOMBATHELY,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4510,LHSZ,,,SZENTES,HUNGARY,0,0,0,U,0,0,0,U,0,0.0,0.0
4511,LHTA,,TASZAR,TASZAR,HUNGARY,46,23,35,N,17,55,2,E,161,46.393,17.917
4512,LHTL,,TOKOL,TOKOL,HUNGARY,47,20,43,N,18,58,51,E,102,47.345,18.981
